to Latitude,to Longitude,Zone,Easting,Northing,Zone Northing Easting Interpreted
35.3558366,-80.7563827,3200,1476341.765,589065.7948,3200 589065.7948UsFtN 1476341.765UsFtE
35.160143,-80.8575045,3200,1444863.519,518404.9716,3200 518404.9716UsFtN 1444863.519UsFtE
35.4110615,-80.8412322,3200,1451419.845,609620.1241,3200 609620.1241UsFtN 1451419.845UsFtE
35.2174344,-80.8404468,3200,1450347.383,539157.2422,3200 539157.2422UsFtN 1450347.383UsFtE
35.2547608,-80.7662744,3200,1472738.399,552337.4335,3200 552337.4335UsFtN 1472738.399UsFtE
35.0903594,-80.8049785,3200,1460098.028,492722.5787,3200 492722.5787UsFtN 1460098.028UsFtE
35.1982692,-80.8580728,3200,1444953.404,532281.446,3200 532281.446UsFtN 1444953.404UsFtE
35.2353329,-80.783904,3200,1467349.193,545361.9667,3200 545361.9667UsFtN 1467349.193UsFtE
35.2589164,-80.8058732,3200,1460946.331,554062.2899,3200 554062.2899UsFtN 1460946.331UsFtE
35.1911011,-80.6810109,3200,1497796.148,528730.2228,3200 528730.2228UsFtN 1497796.148UsFtE
35.2124495,-80.8523096,3200,1446771.103,537409.2358,3200 537409.2358UsFtN 1446771.103UsFtE
35.139879,-80.706063,3200,1489992.169,510218.8085,3200 510218.8085UsFtN 1489992.169UsFtE
35.2158001,-80.8335202,3200,1452404.812,538524.2466,3200 538524.2466UsFtN 1452404.812UsFtE
35.2196769,-80.8041712,3200,1461194.792,539774.3774,3200 539774.3774UsFtN 1461194.792UsFtE
35.2200499,-80.8390179,3200,1450791.701,540101.0559,3200 540101.0559UsFtN 1450791.701UsFtE
35.2107546,-80.8359998,3200,1451630.387,536701.9948,3200 536701.9948UsFtN 1451630.387UsFtE
35.1115168,-80.7264899,3200,1483706.865,500003.8014,3200 500003.8014UsFtN 1483706.865UsFtE
35.1092126,-80.7210947,3200,1485305.583,499137.3433,3200 499137.3433UsFtN 1485305.583UsFtE
35.111663,-80.8756893,3200,1439096.096,500866.4952,3200 500866.4952UsFtN 1439096.096UsFtE
35.2634462,-80.7764821,3200,1469748.13,555552.3194,3200 555552.3194UsFtN 1469748.13UsFtE
35.2601831,-80.7504571,3200,1477494.418,554226.9274,3200 554226.9274UsFtN 1477494.418UsFtE
35.2550769,-80.8463479,3200,1448839.995,552887.3995,3200 552887.3995UsFtN 1448839.995UsFtE
35.1281109,-80.8624953,3200,1443153.452,506777.1969,3200 506777.1969UsFtN 1443153.452UsFtE
35.1170854,-80.7180116,3200,1486277.079,501986.1541,3200 501986.1541UsFtN 1486277.079UsFtE
35.2631641,-80.7791753,3200,1468942.507,555464.0724,3200 555464.0724UsFtN 1468942.507UsFtE
35.2277125,-80.8357623,3200,1451815.426,542871.3429,3200 542871.3429UsFtN 1451815.426UsFtE
35.2498063,-80.8356653,3200,1451993.07,550910.3955,3200 550910.3955UsFtN 1451993.07UsFtE
35.2442858,-80.7278771,3200,1484133.106,548323.9679,3200 548323.9679UsFtN 1484133.106UsFtE
35.4119046,-80.8465942,3200,1449828.165,609956.6032,3200 609956.6032UsFtN 1449828.165UsFtE
35.2181312,-80.8405966,3200,1450307.352,539411.6044,3200 539411.6044UsFtN 1450307.352UsFtE
35.1287918,-80.6845775,3200,1496345.922,506074.6226,3200 506074.6226UsFtN 1496345.922UsFtE
35.2280834,-80.8272192,3200,1454368.71,542959.2309,3200 542959.2309UsFtN 1454368.71UsFtE
35.2102259,-80.8328005,3200,1452582.271,536491.9297,3200 536491.9297UsFtN 1452582.271UsFtE
35.2027345,-80.9016857,3200,1431958.001,534153.0001,3200 534153.0001UsFtN 1431958.001UsFtE
35.2223834,-80.5953484,3200,1523568.607,539691.4101,3200 539691.4101UsFtN 1523568.607UsFtE
35.1179094,-80.7428787,3200,1478847.283,502415.5918,3200 502415.5918UsFtN 1478847.283UsFtE
35.0981079,-80.724633,3200,1484177.349,495114.8623,3200 495114.8623UsFtN 1484177.349UsFtE
35.2172431,-80.8255078,3200,1454807.168,539005.2424,3200 539005.2424UsFtN 1454807.168UsFtE
35.0761418,-80.9000477,3200,1431565.441,488079.8865,3200 488079.8865UsFtN 1431565.441UsFtE
35.1150939,-80.7234999,3200,1484623.541,501289.9199,3200 501289.9199UsFtN 1484623.541UsFtE
35.3190257,-80.7689837,3200,1472346.5,575737.2443,3200 575737.2443UsFtN 1472346.5UsFtE
35.2231089,-80.7925008,3200,1464702.253,540960.0927,3200 540960.0927UsFtN 1464702.253UsFtE
35.2155153,-80.9879131,3200,1406298.001,539308.1399,3200 539308.1399UsFtN 1406298.001UsFtE
35.1321878,-80.7067181,3200,1489748.233,507423.4574,3200 507423.4574UsFtN 1489748.233UsFtE
35.1250145,-80.7206465,3200,1485539.268,504885.0689,3200 504885.0689UsFtN 1485539.268UsFtE
35.189731,-80.6559694,3200,1505268.292,528105.9026,3200 528105.9026UsFtN 1505268.292UsFtE
35.2192338,-80.8285707,3200,1453905.874,539746.4418,3200 539746.4418UsFtN 1453905.874UsFtE
35.2454184,-80.7171564,3200,1487340.645,548680.5561,3200 548680.5561UsFtN 1487340.645UsFtE
35.2461315,-81.0051,3200,1401390.763,550551.7075,3200 550551.7075UsFtN 1401390.763UsFtE
35.3089078,-80.7774045,3200,1469769.082,572100.2866,3200 572100.2866UsFtN 1469769.082UsFtE
35.0853585,-81.0166118,3200,1396765.933,492121.432,3200 492121.432UsFtN 1396765.933UsFtE
35.1203217,-80.7331769,3200,1481763.333,503242.6049,3200 503242.6049UsFtN 1481763.333UsFtE
35.3666027,-80.8530906,3200,1447585.101,593507.6571,3200 593507.6571UsFtN 1447585.101UsFtE
35.0786683,-80.8926251,3200,1433803.316,488956.7933,3200 488956.7933UsFtN 1433803.316UsFtE
35.4968754,-80.8301064,3200,1455310.084,640786.4289,3200 640786.4289UsFtN 1455310.084UsFtE
35.1133404,-80.7220836,3200,1485035.915,500644.5184,3200 500644.5184UsFtN 1485035.915UsFtE
35.0856551,-80.8945633,3200,1433272.076,491510.1477,3200 491510.1477UsFtN 1433272.076UsFtE
35.2524425,-80.8411604,3200,1450370.587,551900.0398,3200 551900.0398UsFtN 1450370.587UsFtE
35.1959059,-80.7247901,3200,1484748.746,530702.9793,3200 530702.9793UsFtN 1484748.746UsFtE
35.3579569,-80.8227031,3200,1456584.958,590193.8029,3200 590193.8029UsFtN 1456584.958UsFtE
35.0607283,-80.8264816,3200,1453468.38,482058.1875,3200 482058.1875UsFtN 1453468.38UsFtE
35.435819,-80.9043596,3200,1432786.65,618983.9881,3200 618983.9881UsFtN 1432786.65UsFtE
35.2279859,-80.8695656,3200,1441724.342,543159.2186,3200 543159.2186UsFtN 1441724.342UsFtE
35.4872853,-80.7904652,3200,1467044.126,637081.3759,3200 637081.3759UsFtN 1467044.126UsFtE
35.2849991,-80.8188122,3200,1457258.371,563623.9445,3200 563623.9445UsFtN 1457258.371UsFtE
35.401319,-80.9245027,3200,1426544.381,606545.5214,3200 606545.5214UsFtN 1426544.381UsFtE
35.1911534,-80.7500449,3200,1477174.592,529105.6791,3200 529105.6791UsFtN 1477174.592UsFtE
35.315975,-80.9441503,3200,1420082.321,575604.3038,3200 575604.3038UsFtN 1420082.321UsFtE
35.271462,-81.0020651,3200,1402482.619,559750.5007,3200 559750.5007UsFtN 1402482.619UsFtE
35.4482098,-80.7901265,3200,1466888.484,622859.8956,3200 622859.8956UsFtN 1466888.484UsFtE
35.3057738,-80.9398366,3200,1421296.362,571867.1364,3200 571867.1364UsFtN 1421296.362UsFtE
35.3721901,-80.9733991,3200,1411765.583,596232.0576,3200 596232.0576UsFtN 1411765.583UsFtE
35.0673633,-80.7286486,3200,1482781.59,483948.3282,3200 483948.3282UsFtN 1482781.59UsFtE
35.180971,-80.8712572,3200,1440896.75,526061.0002,3200 526061.0002UsFtN 1440896.75UsFtE
35.2373967,-80.8152964,3200,1457990.582,546282.8773,3200 546282.8773UsFtN 1457990.582UsFtE
35.1096924,-81.0249915,3200,1394440.26,501026.6419,3200 501026.6419UsFtN 1394440.26UsFtE
35.0197804,-80.8382225,3200,1449679.655,467223.1742,3200 467223.1742UsFtN 1449679.655UsFtE
35.2023018,-80.8313402,3200,1452965.177,533600.4483,3200 533600.4483UsFtN 1452965.177UsFtE
35.4017766,-80.817095,3200,1458548.653,606108.8939,3200 606108.8939UsFtN 1458548.653UsFtE
35.2638584,-80.945092,3200,1419429.849,556645.6972,3200 556645.6972UsFtN 1419429.849UsFtE
35.2707202,-80.926055,3200,1425159.716,559031.7724,3200 559031.7724UsFtN 1425159.716UsFtE
35.2878247,-80.8724618,3200,1441270.357,564949.7946,3200 564949.7946UsFtN 1441270.357UsFtE
35.2315979,-80.8423467,3200,1449875.708,544321.5989,3200 544321.5989UsFtN 1449875.708UsFtE
35.2827501,-80.8591174,3200,1445217.181,563028.3556,3200 563028.3556UsFtN 1445217.181UsFtE
35.0457761,-80.7940662,3200,1463068.514,476440.5535,3200 476440.5535UsFtN 1463068.514UsFtE
35.25855,-80.8315073,3200,1453292.949,554069.1403,3200 554069.1403UsFtN 1453292.949UsFtE
35.1298803,-80.7338526,3200,1481622.054,506724.3535,3200 506724.3535UsFtN 1481622.054UsFtE
35.320116,-80.8652054,3200,1443656.172,576659.3389,3200 576659.3389UsFtN 1443656.172UsFtE
35.2596968,-80.8845686,3200,1437463.883,554782.8835,3200 554782.8835UsFtN 1437463.883UsFtE
35.2191405,-80.8292248,3200,1453709.899,539716.0994,3200 539716.0994UsFtN 1453709.899UsFtE
35.1573863,-80.6708008,3200,1500639.634,516410.2285,3200 516410.2285UsFtN 1500639.634UsFtE
35.2495679,-80.7843992,3200,1467294.476,550544.5533,3200 550544.5533UsFtN 1467294.476UsFtE
35.1718124,-80.90643,3200,1430324.924,522928.3603,3200 522928.3603UsFtN 1430324.924UsFtE
35.2155261,-80.8240239,3200,1455238.791,538372.317,3200 538372.317UsFtN 1455238.791UsFtE
35.1644499,-80.7001092,3200,1491924.957,519129.3077,3200 519129.3077UsFtN 1491924.957UsFtE
35.1474324,-80.7692864,3200,1471143.229,513298.1812,3200 513298.1812UsFtN 1471143.229UsFtE
35.2584159,-80.8615442,3200,1444327.015,554187.1161,3200 554187.1161UsFtN 1444327.015UsFtE
35.3530362,-80.9296962,3200,1424655.47,589006.1421,3200 589006.1421UsFtN 1424655.47UsFtE
35.2095294,-80.8509403,3200,1447160.203,536339.0379,3200 536339.0379UsFtN 1447160.203UsFtE
35.3621833,-80.7609427,3200,1475023.32,591399.4427,3200 591399.4427UsFtN 1475023.32UsFtE
35.256133,-80.9407018,3200,1420685.098,553808.957,3200 553808.957UsFtN 1420685.098UsFtE
35.0942891,-81.0237225,3200,1394705.428,495414.2011,3200 495414.2011UsFtN 1394705.428UsFtE
35.1880917,-80.842654,3200,1449490.063,528492.2097,3200 528492.2097UsFtN 1449490.063UsFtE
35.3123291,-80.8637414,3200,1444039.596,573817.5957,3200 573817.5957UsFtN 1444039.596UsFtE
35.0683311,-80.7569183,3200,1474330.293,484449.0184,3200 484449.0184UsFtN 1474330.293UsFtE
35.2301812,-80.8026503,3200,1461718.342,543588.4661,3200 543588.4661UsFtN 1461718.342UsFtE
35.167644,-80.7555233,3200,1475386.783,520579.8188,3200 520579.8188UsFtN 1475386.783UsFtE
35.4333653,-80.8437088,3200,1450832.798,617750.0735,3200 617750.0735UsFtN 1450832.798UsFtE
35.1899746,-80.7963122,3200,1463345.982,528923.6107,3200 528923.6107UsFtN 1463345.982UsFtE
35.3569805,-80.7597889,3200,1475333.699,589500.0517,3200 589500.0517UsFtN 1475333.699UsFtE
35.1688572,-80.7715072,3200,1470618.598,521106.1547,3200 521106.1547UsFtN 1470618.598UsFtE
35.2040862,-80.9003463,3200,1432367.44,534637.1879,3200 534637.1879UsFtN 1432367.44UsFtE
35.2258077,-80.7173825,3200,1487149.658,541545.5582,3200 541545.5582UsFtN 1487149.658UsFtE
35.4663246,-80.8951478,3200,1435742.006,630032.3165,3200 630032.3165UsFtN 1435742.006UsFtE
35.1463233,-80.8499917,3200,1447014.845,513334.3738,3200 513334.3738UsFtN 1447014.845UsFtE
35.0821322,-80.8909939,3200,1434315.263,490207.8774,3200 490207.8774UsFtN 1434315.263UsFtE
35.2139096,-80.8787451,3200,1438886.595,538088.9034,3200 538088.9034UsFtN 1438886.595UsFtE
35.2916625,-80.8183236,3200,1457448.575,566045.9846,3200 566045.9846UsFtN 1457448.575UsFtE
35.391743,-80.8437992,3200,1450524.521,602604.4424,3200 602604.4424UsFtN 1450524.521UsFtE
35.376348,-80.8383128,3200,1452055.592,596972.0006,3200 596972.0006UsFtN 1452055.592UsFtE
35.4101014,-80.8426591,3200,1450988.262,609278.6448,3200 609278.6448UsFtN 1450988.262UsFtE
35.4001757,-80.9246707,3200,1426486.266,606130.4656,3200 606130.4656UsFtN 1426486.266UsFtE
35.4048416,-80.8344197,3200,1453407.495,607319.1697,3200 607319.1697UsFtN 1453407.495UsFtE
35.3922514,-80.8359266,3200,1452873.813,602745.9676,3200 602745.9676UsFtN 1452873.813UsFtE
35.3909809,-80.8354871,3200,1452996.215,602281.2067,3200 602281.2067UsFtN 1452996.215UsFtE
35.4117761,-80.8732502,3200,1441886.374,610058.6416,3200 610058.6416UsFtN 1441886.374UsFtE
35.4985987,-80.8538465,3200,1448256.883,641544.6432,3200 641544.6432UsFtN 1448256.883UsFtE
35.4656866,-80.8682291,3200,1443751.425,629648.2329,3200 629648.2329UsFtN 1443751.425UsFtE
35.2084805,-80.7778797,3200,1468972.751,535558.5032,3200 535558.5032UsFtN 1468972.751UsFtE
35.2036377,-80.9012599,3200,1432091.481,534479.2239,3200 534479.2239UsFtN 1432091.481UsFtE
35.2087582,-80.7656748,3200,1472619.601,535594.4866,3200 535594.4866UsFtN 1472619.601UsFtE
35.255164,-80.7758282,3200,1469889.38,552535.0569,3200 552535.0569UsFtN 1469889.38UsFtE
35.206132,-80.7669031,3200,1472235.77,534645.3593,3200 534645.3593UsFtN 1472235.77UsFtE
35.4056438,-80.8466438,3200,1449771.011,607678.6263,3200 607678.6263UsFtN 1449771.011UsFtE
35.1957915,-80.8080239,3200,1459885.996,531103.8159,3200 531103.8159UsFtN 1459885.996UsFtE
35.0224856,-80.8451598,3200,1447621.319,468246.0488,3200 468246.0488UsFtN 1447621.319UsFtE
35.2910044,-80.7794534,3200,1469041.104,565596.3591,3200 565596.3591UsFtN 1469041.104UsFtE
35.2666201,-80.9165636,3200,1427963.334,557485.0007,3200 557485.0007UsFtN 1427963.334UsFtE
35.4658634,-80.8444191,3200,1450841,629579.9999,3200 629579.9999UsFtN 1450841UsFtE
35.4837841,-80.8709016,3200,1443079.92,636248.8397,3200 636248.8397UsFtN 1443079.92UsFtE
35.4644906,-80.8585264,3200,1446631.825,629158.7836,3200 629158.7836UsFtN 1446631.825UsFtE
35.4896154,-80.8969299,3200,1435373.449,638517.8675,3200 638517.8675UsFtN 1435373.449UsFtE
35.4591278,-80.8438062,3200,1450977.928,627125.5129,3200 627125.5129UsFtN 1450977.928UsFtE
35.4561801,-80.8883114,3200,1437707.001,626301.9992,3200 626301.9992UsFtN 1437707.001UsFtE
35.2818916,-80.9022144,3200,1432352.085,562959.6106,3200 562959.6106UsFtN 1432352.085UsFtE
35.4674142,-80.8363702,3200,1453247.659,630099.8807,3200 630099.8807UsFtN 1453247.659UsFtE
35.1972322,-80.5924066,3200,1524300.246,530524.8755,3200 530524.8755UsFtN 1524300.246UsFtE
35.4054202,-80.832983,3200,1453839.445,607521.8064,3200 607521.8064UsFtN 1453839.445UsFtE
35.2185803,-80.983055,3200,1407770.991,540394.3768,3200 540394.3768UsFtN 1407770.991UsFtE
35.0997948,-80.7310228,3200,1482277.092,495761.9775,3200 495761.9775UsFtN 1482277.092UsFtE
35.21948,-80.6854415,3200,1496647.975,539079.4957,3200 539079.4957UsFtN 1496647.975UsFtE
35.3282667,-80.9606108,3200,1415261.331,580173.5785,3200 580173.5785UsFtN 1415261.331UsFtE
35.249893,-80.8404136,3200,1450576.282,550968.1707,3200 550968.1707UsFtN 1450576.282UsFtE
35.3620113,-80.8851949,3200,1437984.069,592017.1112,3200 592017.1112UsFtN 1437984.069UsFtE
35.2404715,-80.8840966,3200,1437471.946,547784.5067,3200 547784.5067UsFtN 1437471.946UsFtE
35.3336803,-80.883293,3200,1438355.381,581697.0666,3200 581697.0666UsFtN 1438355.381UsFtE
35.2876697,-80.8000378,3200,1462877.747,564493.6422,3200 564493.6422UsFtN 1462877.747UsFtE
35.1291297,-81.0007096,3200,1401843.159,507951.954,3200 507951.954UsFtN 1401843.159UsFtE
35.2457151,-80.8715164,3200,1441263.526,549621.5234,3200 549621.5234UsFtN 1441263.526UsFtE
35.1799317,-80.6343032,3200,1511681.909,524432.7346,3200 524432.7346UsFtN 1511681.909UsFtE
35.2740966,-80.7203616,3200,1486564.676,559132.9,3200 559132.9UsFtN 1486564.676UsFtE
35.0412962,-80.829521,3200,1452428.668,475004.0866,3200 475004.0866UsFtN 1452428.668UsFtE
35.1377319,-80.9044139,3200,1430689.345,510515.8144,3200 510515.8144UsFtN 1430689.345UsFtE
35.2428141,-80.807755,3200,1460277.961,548213.0956,3200 548213.0956UsFtN 1460277.961UsFtE
35.2763102,-80.9595975,3200,1415190.251,561261.7443,3200 561261.7443UsFtN 1415190.251UsFtE
35.3517713,-80.8109882,3200,1460036.146,587879.0109,3200 587879.0109UsFtN 1460036.146UsFtE
35.351556,-80.8109624,3200,1460042.412,587800.5253,3200 587800.5253UsFtN 1460042.412UsFtE
35.3018909,-80.83963,3200,1451160.866,569885.1162,3200 569885.1162UsFtN 1451160.866UsFtE
35.2862304,-80.7348853,3200,1482307.75,563623.7502,3200 563623.7502UsFtN 1482307.75UsFtE
35.2551885,-80.71531,3200,1487953.251,552226.2821,3200 552226.2821UsFtN 1487953.251UsFtE
35.3145504,-80.8111858,3200,1459730.095,574335.7266,3200 574335.7266UsFtN 1459730.095UsFtE
35.1917139,-80.8447591,3200,1448885.715,529821.9295,3200 529821.9295UsFtN 1448885.715UsFtE
35.3598032,-80.8734378,3200,1441473.525,591147.2559,3200 591147.2559UsFtN 1441473.525UsFtE
35.2127726,-80.8216244,3200,1455936.959,537357.1927,3200 537357.1927UsFtN 1455936.959UsFtE
35.3992754,-80.8347214,3200,1453280.177,605295.32,3200 605295.32UsFtN 1453280.177UsFtE
35.2415296,-80.8031749,3200,1461636.744,547720.8184,3200 547720.8184UsFtN 1461636.744UsFtE
35.3747155,-80.7728574,3200,1471553.126,596023.0657,3200 596023.0657UsFtN 1471553.126UsFtE
35.2746012,-80.675791,3200,1499868.414,559088.9784,3200 559088.9784UsFtN 1499868.414UsFtE
35.1789092,-80.638694,3200,1510363.969,524082.2997,3200 524082.2997UsFtN 1510363.969UsFtE
35.4102924,-80.8685532,3200,1443275.472,609492.3823,3200 609492.3823UsFtN 1443275.472UsFtE
35.1875771,-80.7030217,3200,1491199.032,527559.9466,3200 527559.9466UsFtN 1491199.032UsFtE
35.277689,-80.6901243,3200,1495610.267,560285.1484,3200 560285.1484UsFtN 1495610.267UsFtE
35.2112459,-80.7259199,3200,1484508.313,536290.8876,3200 536290.8876UsFtN 1484508.313UsFtE
